name,sex,frequency,year
Courtney,F,835,1971
Jeannie,F,833,1971
Janine,F,830,1971
Ramona,F,821,1971
Angelique,F,820,1971
Jennie,F,815,1971
Marcie,F,814,1971
Sherrie,F,814,1971
Marisol,F,806,1971
Jacquelyn,F,805,1971
Lorie,F,796,1971
Brandi,F,795,1971
Marci,F,792,1971
Esther,F,783,1971
Jenifer,F,782,1971
Glenda,F,781,1971
Daphne,F,778,1971
Katie,F,759,1971
Cara,F,755,1971
Desiree,F,751,1971
Doris,F,751,1971
Rosemary,F,744,1971
Tammi,F,744,1971
Bernadette,F,740,1971
Marlene,F,735,1971
Dionne,F,734,1971
Shana,F,732,1971
Ruby,F,730,1971
Brooke,F,729,1971
Anissa,F,724,1971
Jeannette,F,716,1971
Vicky,F,716,1971
Cristina,F,707,1971
Lana,F,707,1971
Brandy,F,705,1971
Betsy,F,700,1971
Miriam,F,693,1971
Chandra,F,683,1971
Lynda,F,681,1971
Grace,F,680,1971
Paulette,F,680,1971
Elisa,F,678,1971
Lillian,F,676,1971
Vivian,F,657,1971
Bethany,F,655,1971
Celeste,F,655,1971
Constance,F,652,1971
Darcy,F,648,1971
Keisha,F,647,1971
Janelle,F,641,1971
Shauna,F,641,1971
Angelica,F,640,1971
Sue,F,632,1971
Camille,F,631,1971
Jeanine,F,631,1971
Phyllis,F,625,1971
Nora,F,623,1971
Marianne,F,620,1971
Dianne,F,619,1971
Leanne,F,608,1971
Naomi,F,608,1971
Arlene,F,605,1971
Shanna,F,604,1971
Josephine,F,602,1971
Cecilia,F,601,1971
Paige,F,595,1971
Sophia,F,593,1971
Serena,F,586,1971
Alma,F,584,1971
Melisa,F,583,1971
Alexandra,F,580,1971
Maribel,F,576,1971
Marjorie,F,567,1971
Doreen,F,556,1971
Shelby,F,556,1971
Lorena,F,555,1971
Lynne,F,549,1971
Pauline,F,546,1971
Jeannine,F,545,1971
Tabatha,F,543,1971
Iris,F,538,1971
Lea,F,535,1971
Cathleen,F,534,1971
Jami,F,532,1971
Leann,F,531,1971
Faith,F,530,1971
Alisha,F,529,1971
Tania,F,529,1971
Lucinda,F,527,1971
Edith,F,526,1971
June,F,526,1971
Yesenia,F,526,1971
Margarita,F,515,1971
Patty,F,514,1971
Angelina,F,513,1971
Elena,F,512,1971
Francine,F,511,1971
Susanne,F,511,1971
Rene,F,509,1971
Ingrid,F,506,1971
Rebekah,F,505,1971
Carey,F,504,1971
Michael,M,77598,1971
James,M,54617,1971
David,M,53125,1971
John,M,51514,1971
Robert,M,50658,1971
Christopher,M,48246,1971
William,M,35435,1971
Jason,M,34191,1971
Brian,M,32647,1971
Scott,M,30919,1971
Richard,M,26169,1971
Jeffrey,M,25848,1971
Mark,M,25137,1971
Kevin,M,24874,1971
Joseph,M,24514,1971
Steven,M,23688,1971
Thomas,M,23167,1971
Eric,M,22976,1971
Matthew,M,22566,1971
Daniel,M,21788,1971
Timothy,M,20099,1971
Charles,M,19850,1971
Anthony,M,19229,1971
Paul,M,17478,1971
Gregory,M,14771,1971
Kenneth,M,14771,1971
Stephen,M,13104,1971
Shawn,M,12833,1971
Chad,M,12135,1971
Todd,M,12066,1971
Ronald,M,11638,1971
Edward,M,11062,1971
Andrew,M,10924,1971
Donald,M,10874,1971
Patrick,M,10809,1971
Sean,M,10515,1971
Keith,M,9860,1971
Gary,M,9192,1971
Douglas,M,8739,1971
Jonathan,M,8635,1971
Aaron,M,8408,1971
George,M,8225,1971
Craig,M,7962,1971
Larry,M,7760,1971
Jeremy,M,7489,1971
Troy,M,7342,1971
Peter,M,7038,1971
Bryan,M,6616,1971
Dennis,M,6592,1971
Jerry,M,6572,1971
Ryan,M,6194,1971
Raymond,M,6107,1971
Jeffery,M,6098,1971
Frank,M,6091,1971
Jose,M,6001,1971
Terry,M,5860,1971
Adam,M,5855,1971
Bradley,M,5790,1971
Rodney,M,5201,1971
Shane,M,5094,1971
Travis,M,5016,1971
Tony,M,4889,1971
Derek,M,4677,1971
Russell,M,4539,1971
Marcus,M,4414,1971
Samuel,M,4408,1971
Randy,M,4349,1971
Chris,M,4295,1971
Benjamin,M,4252,1971
Marc,M,4213,1971
Roger,M,4133,1971
Carl,M,4062,1971
Brent,M,4054,1971
Johnny,M,3939,1971
Billy,M,3909,1971
Phillip,M,3851,1971
Corey,M,3772,1971
Jon,M,3714,1971
Joshua,M,3651,1971
Bobby,M,3649,1971
Juan,M,3640,1971
Danny,M,3614,1971
Gerald,M,3594,1971
Derrick,M,3579,1971
Lawrence,M,3526,1971
Joel,M,3499,1971
Vincent,M,3437,1971
Curtis,M,3428,1971
Carlos,M,3425,1971
Walter,M,3361,1971
Brett,M,3360,1971
Wayne,M,3332,1971
Jimmy,M,3316,1971
Philip,M,3305,1971
Brandon,M,3265,1971
Jamie,M,3234,1971
Erik,M,3211,1971
Lance,M,3179,1971
Alan,M,3168,1971
Darren,M,3158,1971
Joe,M,3152,1971
Randall,M,3100,1971
Justin,M,3060,1971
Nathan,M,3051,1971
Martin,M,3020,1971
Shannon,M,3007,1971
Jesse,M,3003,1971
Frederick,M,2974,1971
Bruce,M,2969,1971
Roy,M,2960,1971
Antonio,M,2952,1971
Henry,M,2946,1971
Victor,M,2892,1971
Jay,M,2867,1971
Willie,M,2864,1971
Kyle,M,2832,1971
Darrell,M,2818,1971
Arthur,M,2815,1971
Albert,M,2685,1971
Allen,M,2674,1971
Ricky,M,2657,1971
Christian,M,2645,1971
Nicholas,M,2620,1971
Micheal,M,2553,1971
Dale,M,2544,1971
Louis,M,2519,1971
Glenn,M,2478,1971
Lee,M,2475,1971
Andre,M,2418,1971
Harold,M,2389,1971
Steve,M,2371,1971
Alexander,M,2368,1971
Jack,M,2367,1971
Barry,M,2365,1971
Ronnie,M,2303,1971
Kelly,M,2264,1971
Dean,M,2246,1971
Luis,M,2230,1971
Brad,M,2166,1971
Jeff,M,2155,1971
Reginald,M,2117,1971
Tyrone,M,2114,1971
Ernest,M,2101,1971
Tracy,M,2077,1971
Eugene,M,2065,1971
Leonard,M,2041,1971
Eddie,M,2020,1971
Tommy,M,1992,1971
Ralph,M,1991,1971
Cory,M,1988,1971
Wesley,M,1960,1971
Marvin,M,1934,1971
Mike,M,1924,1971
Mario,M,1902,1971
Kurt,M,1874,1971
Howard,M,1842,1971
Dwayne,M,1829,1971
Stanley,M,1770,1971
Kirk,M,1746,1971
Jerome,M,1709,1971
Jody,M,1703,1971
Greg,M,1702,1971
Maurice,M,1702,1971
Manuel,M,1685,1971
Ricardo,M,1667,1971
Theodore,M,1666,1971
Duane,M,1616,1971
Calvin,M,1592,1971
Daryl,M,1592,1971
Damon,M,1583,1971
Jesus,M,1583,1971
Melvin,M,1581,1971
Gabriel,M,1579,1971
Glen,M,1530,1971
Harry,M,1529,1971
Edwin,M,1526,1971
Adrian,M,1506,1971
Earl,M,1504,1971
Clinton,M,1484,1971
Miguel,M,1474,1971
Dustin,M,1471,1971
Neil,M,1427,1971
Roberto,M,1392,1971
Warren,M,1392,1971
Clifford,M,1380,1971
Clarence,M,1372,1971
Alfred,M,1370,1971
Alex,M,1369,1971
Norman,M,1343,1971
Mitchell,M,1342,1971
Ruben,M,1322,1971
Karl,M,1321,1971
Darin,M,1292,1971
Fred,M,1280,1971
Lonnie,M,1271,1971
Ray,M,1266,1971
Darrin,M,1263,1971
Terrence,M,1239,1971
Francisco,M,1225,1971
Nathaniel,M,1212,1971
Francis,M,1210,1971
Ian,M,1198,1971
Geoffrey,M,1197,1971
Hector,M,1176,1971
Bernard,M,1168,1971
Wade,M,1156,1971
Jorge,M,1150,1971
Casey,M,1127,1971
Franklin,M,1126,1971
Scotty,M,1118,1971
Raul,M,1116,1971
Terrance,M,1101,1971
Dana,M,1099,1971
Trevor,M,1094,1971
Don,M,1093,1971
Shaun,M,1087,1971
Byron,M,1085,1971
Jared,M,1074,1971
Joey,M,1071,1971
Oscar,M,1066,1971
Darryl,M,1065,1971
Gilbert,M,1065,1971
Jacob,M,1055,1971
Roderick,M,1055,1971
Heath,M,1053,1971
Tim,M,1050,1971
Leon,M,1043,1971
Alvin,M,1032,1971
Jaime,M,1032,1971
Toby,M,1032,1971
Stacy,M,1027,1971
Fredrick,M,1023,1971
Jermaine,M,1015,1971
Leroy,M,1014,1971
Kent,M,1003,1971
Angel,M,1000,1971
Ramon,M,997,1971
Leslie,M,987,1971
Clayton,M,968,1971
Javier,M,964,1971
Herbert,M,951,1971
Lloyd,M,947,1971
Vernon,M,943,1971
Mathew,M,935,1971
Jim,M,934,1971
Lewis,M,933,1971
Gordon,M,915,1971
Pedro,M,914,1971
Dwight,M,907,1971
Dan,M,902,1971
Donnie,M,888,1971
Kerry,M,881,1971
Kelvin,M,880,1971
Gene,M,878,1971
Bill,M,877,1971
Rafael,M,865,1971
Tom,M,865,1971
Guy,M,864,1971
Cedric,M,862,1971
Rick,M,859,1971
Ross,M,858,1971
Andy,M,846,1971
Trent,M,837,1971
Fernando,M,823,1971
Marty,M,822,1971
Matt,M,807,1971
Ted,M,802,1971
Armando,M,789,1971
Stuart,M,787,1971
Johnnie,M,783,1971
Seth,M,781,1971
Allan,M,780,1971
Nelson,M,775,1971
Gregg,M,772,1971
Jimmie,M,771,1971
Erick,M,769,1971
Marlon,M,766,1971
Jessie,M,758,1971
Rene,M,757,1971
Marco,M,750,1971
Floyd,M,737,1971
Perry,M,736,1971
Eduardo,M,735,1971
Jackie,M,735,1971
Bret,M,734,1971
Tyler,M,724,1971
Bryant,M,720,1971
Isaac,M,714,1971
Zachary,M,704,1971
Charlie,M,695,1971
Ivan,M,695,1971
Alejandro,M,681,1971
Clint,M,677,1971
Orlando,M,677,1971
Edgar,M,675,1971
Marshall,M,675,1971
Alberto,M,669,1971
Ron,M,667,1971
Colin,M,662,1971
Grant,M,662,1971
Robbie,M,658,1971
Leo,M,652,1971
Julian,M,646,1971
Clifton,M,643,1971
Noel,M,641,1971
Roland,M,640,1971
Scottie,M,634,1971
Lester,M,629,1971
Spencer,M,622,1971
Timmy,M,618,1971
Julio,M,607,1971
Garrett,M,605,1971
Kenny,M,604,1971
Felix,M,603,1971
Neal,M,601,1971
Alfredo,M,597,1971
Carlton,M,597,1971
Milton,M,591,1971
Sergio,M,590,1971
Dominic,M,585,1971
Freddie,M,585,1971
Ben,M,578,1971
Johnathan,M,578,1971
Jonathon,M,575,1971
Scot,M,575,1971
Lorenzo,M,573,1971
Frankie,M,572,1971
Bradford,M,570,1971
Chadwick,M,566,1971
Nick,M,564,1971
Robin,M,563,1971
Arturo,M,555,1971
Evan,M,550,1971
Dexter,M,548,1971
Herman,M,546,1971
Cary,M,544,1971
Brendan,M,543,1971
Dewayne,M,543,1971
Preston,M,543,1971
Demetrius,M,541,1971
Sam,M,541,1971
Enrique,M,540,1971
Terence,M,539,1971
Omar,M,537,1971
Cecil,M,536,1971
Wendell,M,534,1971
Luke,M,533,1971
Angelo,M,530,1971
Rickey,M,527,1971
Stacey,M,525,1971
Lamont,M,523,1971
Clyde,M,522,1971
Clay,M,520,1971
Malcolm,M,519,1971
Gerard,M,518,1971
Chester,M,508,1971
Jarrod,M,508,1971
Sammy,M,505,1971
Ernesto,M,503,1971
Cameron,M,502,1971
Arnold,M,500,1971
Jennifer,F,63609,1972
Michelle,F,29285,1972
Lisa,F,27548,1972
Kimberly,F,26296,1972
Amy,F,25873,1972
Angela,F,23559,1972
Melissa,F,22499,1972
Stephanie,F,16886,1972
Heather,F,16325,1972
Nicole,F,15751,1972
Tammy,F,14210,1972
Julie,F,14070,1972
Mary,F,13760,1972
Rebecca,F,13257,1972
Elizabeth,F,12186,1972
Christine,F,11990,1972
Laura,F,11774,1972
Tina,F,11519,1972
Tracy,F,11436,1972
Dawn,F,11341,1972
Karen,F,11182,1972
Shannon,F,10965,1972
Kelly,F,10944,1972
Susan,F,10577,1972
Cynthia,F,10173,1972
Christina,F,10169,1972
Patricia,F,9602,1972
Lori,F,9436,1972
Wendy,F,8531,1972
Andrea,F,8015,1972
Sandra,F,7915,1972
Maria,F,7699,1972
Stacy,F,7603,1972
Pamela,F,7478,1972
Denise,F,7384,1972
Michele,F,7378,1972
Tonya,F,7245,1972
Tara,F,7230,1972
Teresa,F,7176,1972
Rachel,F,6416,1972
Stacey,F,6384,1972
Melanie,F,6295,1972
Deborah,F,6276,1972
Brenda,F,6270,1972
Donna,F,6263,1972
Jessica,F,6209,1972
Monica,F,6127,1972
April,F,6120,1972
Sarah,F,6112,1972
Sharon,F,6111,1972
Linda,F,5744,1972
Dana,F,5607,1972
Carrie,F,5422,1972
Tanya,F,5402,1972
Robin,F,5370,1972
Cheryl,F,5135,1972
Kathleen,F,5098,1972
Barbara,F,5081,1972
Crystal,F,5043,1972
Rhonda,F,4999,1972
Tiffany,F,4848,1972
Jill,F,4825,1972
Nancy,F,4820,1972
Heidi,F,4722,1972
Catherine,F,4686,1972
Debra,F,4664,1972
Kristin,F,4585,1972
Theresa,F,4571,1972
Katherine,F,4515,1972
Sherry,F,4448,1972
Holly,F,4376,1972
Paula,F,4258,1972
Danielle,F,4198,1972
Christy,F,4190,1972
Amanda,F,4181,1972
Leslie,F,4181,1972
Renee,F,4091,1972
Gina,F,4056,1972
Jacqueline,F,3802,1972
Cindy,F,3737,1972
Melinda,F,3671,1972
Veronica,F,3566,1972
Diana,F,3547,1972
Tamara,F,3531,1972
Kristen,F,3529,1972
Anna,F,3448,1972
Erica,F,3444,1972
Tracey,F,3408,1972
Yolanda,F,3398,1972
Sheila,F,3395,1972
Ann,F,3360,1972
Suzanne,F,3302,1972
Erin,F,3292,1972
Shelly,F,3289,1972
Margaret,F,3286,1972
Alicia,F,3267,1972
Jodi,F,3261,1972
Laurie,F,3228,1972
Victoria,F,3206,1972
Valerie,F,3193,1972
Sara,F,3182,1972
Kristi,F,3132,1972
Kathryn,F,3128,1972
Regina,F,3104,1972
Diane,F,3095,1972
Carla,F,3082,1972
Deanna,F,3038,1972
Kathy,F,3033,1972
Carol,F,3009,1972
Carolyn,F,2994,1972
Janet,F,2955,1972
Kristina,F,2924,1972
Beth,F,2818,1972
Jamie,F,2814,1972
Allison,F,2801,1972
Katrina,F,2752,1972
Katina,F,2744,1972
Kim,F,2742,1972
Jenny,F,2635,1972
Tricia,F,2614,1972
Traci,F,2612,1972
Sonya,F,2507,1972
Colleen,F,2503,1972
Terri,F,2494,1972
Misty,F,2426,1972
Shelley,F,2385,1972
Kristine,F,2369,1972
Felicia,F,2359,1972
Sherri,F,2349,1972
Julia,F,2336,1972
Emily,F,2334,1972
Connie,F,2332,1972
Vanessa,F,2280,1972
Anne,F,2265,1972
Lynn,F,2251,1972
Anita,F,2232,1972
Samantha,F,2226,1972
Erika,F,2183,1972
Cassandra,F,2127,1972
Brandy,F,2082,1972
Brandi,F,2056,1972
Krista,F,2050,1972
Natalie,F,2026,1972
Carmen,F,1966,1972
Angel,F,1944,1972
Nichole,F,1943,1972
Sheri,F,1923,1972
Kerry,F,1909,1972
Yvonne,F,1904,1972
Kelli,F,1899,1972
Martha,F,1896,1972
Monique,F,1878,1972
Sabrina,F,1877,1972
Aimee,F,1874,1972
Annette,F,1870,1972
Bridget,F,1864,1972
Bonnie,F,1853,1972
Kristy,F,1838,1972
Stacie,F,1822,1972
Joy,F,1818,1972
Amber,F,1813,1972
Alison,F,1809,1972
Tracie,F,1795,1972
Virginia,F,1789,1972
Becky,F,1786,1972
Wanda,F,1776,1972
Marie,F,1764,1972
Kristie,F,1739,1972
Cathy,F,1735,1972
Natasha,F,1730,1972
Janice,F,1714,1972
Jody,F,1710,1972
Nikki,F,1704,1972
Shawna,F,1665,1972
Gloria,F,1619,1972
Sonia,F,1613,1972
Vicki,F,1611,1972
Leah,F,1594,1972
Toni,F,1594,1972
Megan,F,1589,1972
Penny,F,1589,1972
Debbie,F,1585,1972
Trina,F,1579,1972
Shawn,F,1575,1972
Beverly,F,1567,1972
Kari,F,1561,1972
Charlotte,F,1536,1972
Belinda,F,1535,1972
Yvette,F,1530,1972
Kerri,F,1501,1972
Jeanette,F,1494,1972
Christie,F,1480,1972
Robyn,F,1469,1972
Charlene,F,1463,1972
Sylvia,F,1463,1972
Kara,F,1456,1972
Meredith,F,1439,1972
Joanna,F,1423,1972
Darlene,F,1417,1972
Kendra,F,1398,1972
Ruth,F,1383,1972
Catina,F,1370,1972
Betty,F,1366,1972
Tammie,F,1361,1972
Claudia,F,1360,1972
Joyce,F,1351,1972
Joanne,F,1345,1972
Peggy,F,1345,1972
Shirley,F,1336,1972
Ginger,F,1317,1972
Rose,F,1308,1972
Jean,F,1300,1972
Hope,F,1295,1972
Rosa,F,1287,1972
Tami,F,1286,1972
Tonia,F,1280,1972
Frances,F,1279,1972
Dorothy,F,1277,1972
Kimberley,F,1271,1972
Judith,F,1262,1972
Gretchen,F,1260,1972
Judy,F,1259,1972
Kellie,F,1254,1972
Candace,F,1253,1972
Helen,F,1243,1972
Molly,F,1235,1972
Kelley,F,1217,1972
Marsha,F,1212,1972
Leigh,F,1210,1972
Rita,F,1200,1972
Alice,F,1198,1972
Latonya,F,1196,1972
Sonja,F,1191,1972
Ashley,F,1176,1972
Bobbie,F,1175,1972
Ellen,F,1175,1972
Maureen,F,1172,1972
Jane,F,1161,1972
Norma,F,1149,1972
Tasha,F,1138,1972
Juanita,F,1134,1972
Melody,F,1122,1972
Vickie,F,1122,1972
Karla,F,1121,1972
Christa,F,1120,1972
Keri,F,1115,1972
Joann,F,1101,1972
Dina,F,1096,1972
Ana,F,1086,1972
Billie,F,1077,1972
Caroline,F,1070,1972
Elaine,F,1065,1972
Staci,F,1062,1972
Evelyn,F,1061,1972
Sandy,F,1055,1972
Leticia,F,1052,1972
Loretta,F,1049,1972
Rochelle,F,1049,1972
Jackie,F,1026,1972
Angie,F,1016,1972
Raquel,F,1013,1972
Lauren,F,1005,1972
Candice,F,1002,1972
Teri,F,1002,1972
Cheri,F,995,1972
Marcia,F,995,1972
Gail,F,989,1972
Lynette,F,983,1972
Rachael,F,979,1972
Roberta,F,979,1972
Dena,F,972,1972
Stefanie,F,970,1972
Sheryl,F,954,1972
Adrienne,F,944,1972
Jeanne,F,944,1972
Ronda,F,939,1972
Jodie,F,935,1972
Eileen,F,919,1972
Audrey,F,918,1972
Christi,F,917,1972
Marcy,F,916,1972
Jenifer,F,913,1972
Sally,F,910,1972
Rachelle,F,898,1972
Kirsten,F,897,1972
Lora,F,890,1972
Eva,F,888,1972
Roxanne,F,884,1972
Gwendolyn,F,869,1972
Jennie,F,864,1972
Jana,F,862,1972
Mindy,F,862,1972
Marilyn,F,859,1972
Candy,F,857,1972
Deana,F,855,1972
Lara,F,830,1972
Tabitha,F,830,1972
Cherie,F,823,1972
Shari,F,823,1972
Angelia,F,806,1972
Ericka,F,806,1972
Jeannie,F,806,1972
Keisha,F,804,1972
Antoinette,F,802,1972
Shelia,F,802,1972
Nina,F,798,1972
Irene,F,790,1972
Desiree,F,784,1972
Bethany,F,780,1972
Alisa,F,775,1972
Lorraine,F,774,1972
Dianna,F,773,1972
Katie,F,773,1972
Marla,F,772,1972
Trisha,F,771,1972
Priscilla,F,766,1972
Shana,F,764,1972
Shelby,F,754,1972
Lydia,F,753,1972
Terry,F,749,1972
Brooke,F,736,1972
Joan,F,729,1972
Bobbi,F,725,1972
Jo,F,722,1972
Cara,F,721,1972
Tammi,F,717,1972
Sherrie,F,715,1972
Latasha,F,713,1972
Angelique,F,708,1972
Wendi,F,706,1972
Darla,F,692,1972
Lee,F,690,1972
Esther,F,689,1972
Ramona,F,687,1972
Audra,F,686,1972
Lorie,F,682,1972
Courtney,F,671,1972
Jacquelyn,F,667,1972
Angelica,F,664,1972
Karin,F,664,1972
Chandra,F,660,1972
Cristina,F,655,1972
Marlene,F,654,1972
Lesley,F,642,1972
Patrice,F,642,1972
Marisol,F,639,1972
Naomi,F,639,1972
Ruby,F,638,1972
Bernadette,F,637,1972
Betsy,F,634,1972
Melisa,F,633,1972
Tanisha,F,629,1972
Tamika,F,628,1972
Alexandra,F,626,1972
Lillian,F,620,1972
Marcie,F,618,1972
Rosemary,F,618,1972
Glenda,F,614,1972
Tisha,F,614,1972
Shanna,F,612,1972
Elisa,F,608,1972
Doris,F,606,1972
Grace,F,606,1972
Nora,F,605,1972
Lana,F,601,1972
Shauna,F,599,1972
Janine,F,594,1972
Vicky,F,589,1972
Amie,F,588,1972
Janelle,F,586,1972
Charity,F,583,1972
Josephine,F,581,1972
Angelina,F,578,1972
Jeannette,F,574,1972
Vivian,F,571,1972
Miriam,F,570,1972
Cecilia,F,569,1972
Marci,F,569,1972
Alma,F,568,1972
Tania,F,567,1972
Constance,F,563,1972
Alisha,F,561,1972
Kenya,F,556,1972
Daphne,F,555,1972
Maribel,F,555,1972
Celeste,F,552,1972
Casey,F,544,1972
Bridgette,F,542,1972
Rebekah,F,539,1972
Lynda,F,531,1972
Dionne,F,529,1972
Faith,F,526,1972
Darcy,F,522,1972
Latanya,F,520,1972
Lorena,F,520,1972
Leanne,F,518,1972
Camille,F,512,1972
Phyllis,F,504,1972
Ladonna,F,503,1972
Arlene,F,501,1972
Marianne,F,501,1972
Michael,M,71414,1972
Christopher,M,52190,1972
James,M,47084,1972
David,M,46377,1972
John,M,43182,1972
Robert,M,43033,1972
Jason,M,37448,1972
Brian,M,36325,1972
William,M,30529,1972
Matthew,M,22947,1972
Scott,M,22865,1972
Joseph,M,22470,1972
Kevin,M,22363,1972
Richard,M,22322,1972
Daniel,M,22112,1972
Eric,M,22038,1972
Jeffrey,M,21685,1972
Mark,M,21507,1972
Steven,M,19859,1972
Thomas,M,19579,1972
Timothy,M,17611,1972
Anthony,M,17463,1972
Charles,M,16981,1972
Paul,M,14566,1972
Chad,M,13399,1972
Gregory,M,13065,1972
Kenneth,M,12334,1972
Shawn,M,11288,1972
Stephen,M,11046,1972
Andrew,M,10128,1972
Todd,M,9983,1972
Ronald,M,9511,1972
Sean,M,9457,1972
Edward,M,9302,1972
Patrick,M,9282,1972
Donald,M,9266,1972
Jonathan,M,9226,1972
Keith,M,9155,1972
Ryan,M,8898,1972
Aaron,M,7863,1972
Gary,M,7767,1972
Jeremy,M,7404,1972
Douglas,M,7393,1972
George,M,7164,1972
Bryan,M,7041,1972
Craig,M,6731,1972
Larry,M,6610,1972
Peter,M,6478,1972
Troy,M,6350,1972
Jose,M,5935,1972
Adam,M,5748,1972
Dennis,M,5609,1972
Jerry,M,5602,1972
Raymond,M,5445,1972
Shane,M,5243,1972
Frank,M,5169,1972
Travis,M,5142,1972
Jeffery,M,5070,1972
Joshua,M,5041,1972
Justin,M,4972,1972
Bradley,M,4836,1972
Terry,M,4771,1972
Brandon,M,4634,1972
Benjamin,M,4507,1972
Rodney,M,4367,1972
Samuel,M,4215,1972
Derek,M,4148,1972
Tony,M,4001,1972
Russell,M,3785,1972
Randy,M,3736,1972
Marcus,M,3688,1972
Jamie,M,3680,1972
Juan,M,3673,1972
Johnny,M,3566,1972
Roger,M,3537,1972
Brent,M,3533,1972
Phillip,M,3533,1972
Joel,M,3531,1972
Nathan,M,3520,1972
Brett,M,3512,1972
Chris,M,3479,1972
Billy,M,3469,1972
Marc,M,3466,1972
Carlos,M,3434,1972
Carl,M,3408,1972
Erik,M,3399,1972
Danny,M,3306,1972
Jesse,M,3229,1972
Jon,M,3222,1972
Bobby,M,3177,1972
Derrick,M,3088,1972
Curtis,M,3078,1972
Antonio,M,3021,1972
Shannon,M,3014,1972
Corey,M,2993,1972
Christian,M,2962,1972
Jimmy,M,2932,1972
Walter,M,2913,1972
Nicholas,M,2847,1972
Lawrence,M,2825,1972
Joe,M,2824,1972
Gerald,M,2822,1972
Wayne,M,2794,1972
Philip,M,2777,1972
Vincent,M,2746,1972
Darren,M,2675,1972
Victor,M,2621,1972
Micheal,M,2610,1972
Willie,M,2593,1972
Alan,M,2576,1972
Tracy,M,2538,1972
Albert,M,2511,1972
Roy,M,2479,1972
Kyle,M,2478,1972
Frederick,M,2446,1972
Jay,M,2446,1972
Martin,M,2426,1972
Henry,M,2420,1972
Arthur,M,2397,1972
Randall,M,2356,1972
Bruce,M,2316,1972
Darrell,M,2310,1972
Allen,M,2305,1972
Luis,M,2276,1972
Lee,M,2263,1972
Lance,M,2256,1972
Ricky,M,2238,1972
Andre,M,2154,1972
Alexander,M,2121,1972
Louis,M,2106,1972
Dale,M,2064,1972
Harold,M,2035,1972
Ronnie,M,2004,1972
Glenn,M,1981,1972
Jermaine,M,1964,1972
Cory,M,1957,1972
Mario,M,1930,1972
Damon,M,1927,1972
Gabriel,M,1919,1972
Kelly,M,1918,1972
Reginald,M,1915,1972
Jack,M,1901,1972
Steve,M,1850,1972
Tyrone,M,1840,1972
Eugene,M,1808,1972
Tommy,M,1774,1972
Ernest,M,1769,1972
Barry,M,1754,1972
Brad,M,1749,1972
Eddie,M,1745,1972
Leonard,M,1719,1972
Manuel,M,1704,1972
Ricardo,M,1700,1972
Wesley,M,1695,1972
Jacob,M,1685,1972
Dean,M,1684,1972
Adrian,M,1679,1972
Duane,M,1678,1972
Ralph,M,1672,1972
Maurice,M,1641,1972
Jesus,M,1614,1972
Marvin,M,1597,1972
Dwayne,M,1590,1972
Kurt,M,1586,1972
Dustin,M,1562,1972
Jerome,M,1549,1972
Jeff,M,1541,1972
Howard,M,1494,1972
Clinton,M,1487,1972
Stanley,M,1476,1972
Melvin,M,1457,1972
Calvin,M,1450,1972
Greg,M,1438,1972
Theodore,M,1422,1972
Miguel,M,1421,1972
Roberto,M,1401,1972
Edwin,M,1395,1972
Mike,M,1391,1972
Mitchell,M,1371,1972
Kirk,M,1350,1972
Jody,M,1340,1972
Francisco,M,1335,1972
Harry,M,1333,1972
Ruben,M,1323,1972
Neil,M,1304,1972
Clifford,M,1267,1972
Jared,M,1261,1972
Earl,M,1251,1972
Ian,M,1248,1972
Heath,M,1234,1972
Clarence,M,1215,1972
Nathaniel,M,1209,1972
Daryl,M,1203,1972
Jorge,M,1196,1972
Casey,M,1190,1972
Alex,M,1187,1972
Ray,M,1178,1972
Norman,M,1175,1972
Karl,M,1169,1972
Alfred,M,1163,1972
Terrence,M,1161,1972
Glen,M,1155,1972
Darin,M,1130,1972
Hector,M,1115,1972
Oscar,M,1112,1972
Terrance,M,1110,1972
Lonnie,M,1098,1972
Warren,M,1097,1972
Trevor,M,1094,1972
Geoffrey,M,1055,1972
Wade,M,1054,1972
Raul,M,1052,1972
Bernard,M,1048,1972
Fred,M,1041,1972
Lamont,M,1039,1972
Dana,M,1031,1972
Marlon,M,1029,1972
Leon,M,1026,1972
Jaime,M,1007,1972
Zachary,M,1005,1972
Ramon,M,1003,1972
Francis,M,990,1972
Don,M,977,1972
Gilbert,M,963,1972
Angel,M,956,1972
Shaun,M,950,1972
Byron,M,946,1972
Fredrick,M,943,1972
Roderick,M,940,1972
Clayton,M,932,1972
Franklin,M,929,1972
Rafael,M,928,1972
Leroy,M,917,1972
Stacy,M,914,1972
Joey,M,911,1972
Clint,M,910,1972
Mathew,M,908,1972
Darryl,M,903,1972
Javier,M,899,1972
Cedric,M,895,1972
Toby,M,890,1972
Alvin,M,884,1972
Kelvin,M,883,1972
Seth,M,869,1972
Vernon,M,865,1972
Donnie,M,861,1972
Darrin,M,860,1972
Pedro,M,841,1972
Leslie,M,838,1972
Tyler,M,835,1972
Isaac,M,807,1972
Herbert,M,805,1972
Lewis,M,803,1972
Kent,M,787,1972
Fernando,M,785,1972
Armando,M,777,1972
Dwight,M,773,1972
Andy,M,770,1972
Rene,M,765,1972
Scotty,M,757,1972
Jessie,M,756,1972
Lloyd,M,753,1972
Erick,M,748,1972
Gene,M,743,1972
Kerry,M,734,1972
Tim,M,733,1972
Guy,M,728,1972
Marco,M,727,1972
Gordon,M,719,1972
